ESPERANTO,ENGLISH,AFRIKÁANS,ALBANIAN,AZERBAIJANI,AZERI,BOSNIAN,CATALAN,CEBUANO,CZECH,CHICHEWA,CORSA,HAITIAN CREOLE,CROATIAN,DANISH,SLOVAK,SLOVENIAN,IRISH,ICELANDIC,SPANISH,ESTONIAN,BASQUE,FINNISH,FRENCH,FRIESIAN,SCOTTISH GAELIC,WELSH,GALICICIAN,HAUSA,HAWUAIAN,HMONG,HUNGARIAN,IGBO,INDONESIAN,ITALIAN,JAVANESE,KURDISH,LATIN,LATVIAN,LITHUANIAN,LUXEMBOURGISH,MALAY,MALAGASY,MALTESE,MAORI,DUTCH,NORWEGIAN,POLISH,PORTUGUESE,ROMANIAN,SAMOAN,SESOTHO,SHONA,SOMALI,SWAHILI,SWEDISH,SUNDANESE,TAGALOG,TURKISH,UZBEK,VIETNAMESE,XHOSA,YORUBA,ZULU,,,
pako,package,pakket,paketë,paket,paket,paket,paquet,package,balík,phukusi,pacchettu,pake,paket,pakke,balíček,paket,pacáiste,pakka,paquete,pakend,pakete,paketti,paquet,pakket,pasgan,pecyn,paquete,kunshin,AEeAaOA,pob,csomag,ngwugwu,paket,pacchetto,paket,pakêt,sarcina,paka,paketas,Pak,pakej,fonosana,pakkett,mōkihi,pakket,pakke,pakiet,pacote,pachet,afī,sephutheloana,nhuri,xirmo,mfuko,paket,paket,pakete,paket,paketi,gói,iphakheji,package,iphakethe,,,
bunta,colorful,kleurvolle,i gjallë,əlvan,əlvan,raznobojan,colorit,lainlaig kolor,barvitý,zokongola,vivaci,kolore,raznobojan,farverig,pestrý,barvita,colorful,litrík,vistoso,värvikas,koloretsua,värikäs,coloré,kleurich,dathach,lliwgar,colorido,m,lei,muaj yeeb yuj,színes,yi,warna-warni,colorato,warni,pirreng,LAETUS,krāsains,spalvingas,faarweg,berwarna-warni,maro loko,mlewna,karakara,kleurrijk,fargerik,kolorowy,colorida,colorat,felanulanuaʻi,tse mebala-bala,va neruvara,midabo,rangi,färgrik,loba warnana,makulay,renkli,rangli,Đầy màu sắc,ezimibalabala,lo ri,ezimibalabala,,,
ornama,decorative,dekoratiewe,dekorativ,dekorativ,dekorativ,ukrasni,decoratiu,pangdekorasyon,dekorativní,zokongoletsera,ughjetti,dekoratif,ukrasni,dekorative,dekoratívne,dekorativni,maisiúil,skreytingar,decorativo,dekoratiivne,apaingarri,koriste-,décoratif,decorative,sgeadaichte,addurniadol,decorativo,ado,Nani Loa,hniav,dekoratív,ji achọ,dekoratif,decorativo,hiasan,decorative,decorat,dekoratīvs,dekoratyvinis,dekorativen,hiasan,haingon-trano,dekorattivi,whakapaipai,decoratief,dekorative,dekoracyjny,decorativo,decorativ,teuteu,le khabisitsoeng,decoration,madaxtooyada,mapambo,dekorativ,hiasan,pandekorasyon,dekoratif,manzarali,trang trí,ethile,ohun ọṣọ,zokuhlobisa,,,
lasta,last,laaste,i fundit,sonuncu,sonuncu,posljednji,passat,katapusan,poslední,chatha,cognomi,dènye,posljednji,sidst,posledná,zadnji,seo caite,síðasta,último,viimati,azken,kestää,dernier,lêst,mu dheireadh,ddiwethaf,pasado,karshe,hope,kawg,utolsó,ikpeazụ,terakhir,ultimo,pungkasan,dawîn,tandem,Pēdējais,paskutinis,leschte,lalu,farany,aħħar,whakamutunga,laatste,siste,"ostatni, ubiegły, zeszły",último,ultimul,mulimuli,qetela,ekupedzisira,ee la soo dhaafay,mwisho,sista,panungtungan,huli,son,oxirgi,Cuối cùng,wokugqibela,kẹhin,wokugcina,,,
tempo,time,tyd,kohë,vaxt,vaxt,vrijeme,temps,panahon,čas,nthawi,tempu,tan,vrijeme,tid,čas,čas,am,tími,hora,aeg,denbora,aika,temps,tiid,ùine,amser,tempo,lokaci,manawa,lub sij hawm,idő,oge,waktu,tempo,wektu,dem,tempus,laiks,laikas,Zäit,masa,fotoana,ħin,wā,tijd,tid,czas,Tempo,timp,taimi,nako,nguva,waqtiga,wakati,tid,waktu,oras,zaman,vaqt,thời gian,ixesha,aago,isikhathi,,,
kosto,cost,koste,kosto,qiymət,qiymət,trošak,cost,gasto,náklady,mtengo,costu,pri,cijena,koste,náklady,stroški,costas,kostnaður,costo,maksumus,kostua,kustannus,Coût,kosten,cosgais,cost,custo,kudin,kāki,nqi,költség,na-eri,biaya,costo,biaya,nirxîn,pretium,cena,kaina,kascht,kos,vidin'ny,ispiża,utu,kosten,koste,koszt,custo,cost,tau,theko,mutengo,kharashka,gharama,kosta,harga,gastos,maliyet,qiymati,Giá cả,iindleko,iye owo,izindleko,,,
abunda,abundant,oorvloedige,bollshme,bol,bol,obilan,abundant,abunda,hojný,wochuluka,bona,abondan,obilan,rigelig,hojný,obilno,flúirseach,nóg,abundante,rohke,ugaria,runsas,abondant,oerfloedich,pailt,doreithiog,abundante,m,nui,tshaj,bőséges,otutu,berlimpah-limpah,abbondante,KALUBÈRAN,gellek,abundat,bagātīgs,gausus,räich,banyak,be,abbundanti,nui,overvloedig,rikelig,obfity,abundante,abundent,mau,o tletse,zhinji,badan,tele,riklig,loba pisan,sagana,bol,serob,phong phú,inala,lọpọlọpọ,luningi,,,
Uzi,use,gebruik,përdorim,istifadə,istifadə,upotreba,ús,paggamit,použití,ntchito,usu,itilize,koristiti,brug,použitie,uporaba,úsáid,notkun,utilizar,kasutamine,erabilera,käyttää,utilisation,brûke,cleachdadh,defnydd,uso,amfani,hoʻohana,siv,használat,were,menggunakan,uso,nggunakake,bikaranîn,usus,lietošana,naudojimas,benotzen,penggunaan,fampiasana,użu,whakamahi,gebruik,bruk,posługiwać się,usar,utilizare,faʻaaogā,tšebeliso,shandisa,isticmaalka,matumizi,använda sig av,pamakean,paggamit,kullanım,foydalanish,sử dụng,ukusebenzisa,lilo,ukusetshenziswa,,,
Mirinda,wonderful,wonderlike,i mrekullueshëm,gözəl,gözəl,predivan,meravellós,maanindot nga,Báječné,wodabwitsa,una maraviglia,bèl bagay,predivan,vidunderlig,báječný,čudovito,iontach,dásamlegt,maravilloso,imeline,zoragarria,ihana,merveilleux,prachtich,mìorbhaileach,hyfryd,marabilloso,ban mamaki,kupanaha,zoo,csodálatos,ebube,hebat,meraviglioso,apik,pirxweş,mirum,brīnišķīgs,nuostabus,wonnerbar,indah,mahafinaritra,isbaħ,faahiahia,prachtig,herlig,wspaniale,Maravilhoso,minunat,ofoofogia,e babatsehang,zvinoshamisa,cajiib ah,ajabu,underbar,alus pisan,kahanga-hanga,olağanüstü,ajoyib,Tuyệt vời,ezimangalisayo,iyanu,ezimangalisayo,,,
sako,stock,voorraad,aksioneve,fond,fond,zaliha,valors,stock,skladem,Zilipo,scorta,stock,zaliha,lager,sklad,zaloga,stoic,Stock,valores,aktsia,stock,kalusto,Stock,foarrie,stoc,stoc,stock,stock,kumukūʻai,Tshuag,Készlet,ngwaahịa,persediaan,azione,Simpenan,tedarîkkirin,stock,krājums,ištekliai,Stock,stok,tahiry,istokk,kararehe,voorraad,lager,Zbiory,estoque,stoc,oloa,setokong,unganidza,stock,hisa,stock,ancoan,stock,Stok,Aksiya,cổ phần,stock,iṣura,isitokwe,,,
facila,easy,maklik,i lehtë,asan,asan,lako,fàcil,sayon,snadný,zosavuta,facili,fasil,lako,let,jednoduchý,enostavno,éasca,auðvelt,fácil,lihtne,erraza,helppo,facile,maklik,furasta,hawdd,fácil,sauki,ka oluolu,yooj yim,könnyen,mfe,mudah,facile,gampang,sivik,easy,viegli,lengvas,einfach,mudah,tsotra,faċli,ngāwari,gemakkelijk,lett,łatwo,fácil,uşor,faigofie,bonolo,nyore,fudud,rahisi,lätt,gampil,madali,kolay,oson,dễ dàng,lula,rorun,lula,,,
tuta,all,almal,të gjithë,bütün,bütün,sve,tots,sa tanan nga mga,Všechno,onse,tuttu,tout,svi,alle,všetko,vse,gach,allt,todos,kõik,guztiak,kaikki,tout,alle,a h-uile,I gyd,todo,duk,a pau,tag nrho cov,összes,niile,semua,tutti,kabeh,gişt,omnis,visi,visi,all,semua,rehetra,kollha,katoa,allemaal,alle,wszystko,todos,toate,uma,tsohle,zvose,oo dhan,kila,Allt,sadaya,lahat,herşey,hamma,tất cả,bonke,gbogbo,bonke,,,
solvi,to solve,om op te los,te zgjidhesh,həll etmək,həll etmək,riješiti,resoldre,sa pagsulbad sa,vyřešit,kuthetsa,à scioglie,rezoud,riješiti,at løse,vyriešiť,rešiti,chun an fhadhb,að leysa,resolver,lahendada,konpondu,ratkaista,résoudre,oplosse,airson ceistean,i ddatrys,resolver,don magance,e hoʻoponopono i,los daws kom tau,megoldani,dozie,menyelesaikan,risolvere,kanggo ngatasi,çareserkirin,solvere,atrisināt,išspręsti,ze léisen,untuk menyelesaikan,hamaha,issolvi,ki te whakaoti,oplossen,å løse,rozwiązać,resolver,a rezolva,e foia,ho rarolla,kugadzirisa,si ay u xalliyaan,kusuluhisha,att lösa,pikeun ngajawab,upang malutas,çözmek için,hal qilish,để giải quyết,ukulungisa,lati yanju,ukuxazulula,,,
Situacio,situation,situasie,situatë,vəziyyət,vəziyyət,situacija,situació,kahimtang,situace,vuto,situazioni,sitiyasyon,situacija,situation,situácia,položaj,scéal,ástand,situación,olukord,egoera,tilanne,situation,sitewaasje,suidheachadh,sefyllfa,situación,halin da ake ciki,kulana home 'ole,qhov teeb meem no,helyzet,ọnọdụ,situasi,situazione,kahanan,rewş,statum,situācija,situacija,Situatioun,keadaan,zava-misy,sitwazzjoni,āhuatanga,situatie,situasjon,sytuacja,situação,situatie,tulaga,boemo bo,mamiriro ezvinhu,xaaladda,hali,situation,kaayaan,kalagayan,durum,vaziyat,tình hình,isimo,ipo,isimo,,,
bezoni,need,behoefte,nevojë,ehtiyac,ehtiyac,potreba,necessitat,panginahanglan,potřeba,kufunika,bisognu,bezwen,potreba,brug for,potreba,potreba,riachtanas,þörf,necesitar,vajadust,Beharra,tarve,avoir besoin,hoege,fheum,angen,necesidade,bukatar,nele,xav tau,szükség,mkpa,perlu,bisogno,perlu,pêwistbûn,necessitudo,nepieciešamība,poreikis,brauchen,keperluan,mila,ħtieġa,hiahia,nodig hebben,trenge,potrzeba,necessidade,nevoie,manaomia,hlokahale,vanofanira,u baahan,haja,behöver,kedah,pangangailangan,ihtiyaç,ehtiyoj,nhu cầu,isidingo,nilo,isidingo,,,
traduki,translate,vertaal,përkthej,tərcümə etmək,tərcümə etmək,prevesti,traduir,paghubad,přeložit,kumasulira,traduire,tradui,Prevedi,Oversætte,preložiť,prevesti,aistriú,þýða,traducir,tõlkima,itzuli,Kääntää,traduire,oersette,eadar-theangachadh,cyfieithu,Traducir,fassara,unuhi,txhais,fordít,ịsụgharị,menterjemahkan,tradurre,nerjemahake,wergerandin,transferendum,tulkot,išversti,iwwersetze,menterjemah,translate,tittraduċi,whakawhiti,vertalen,oversette,Tłumaczyć,traduzir,Traduceți,faaliliu,fetolela,turikira,turjumi,kutafsiri,Översätt,narjamahkeun,Isalin,Çevirmek,tarjima,Phiên dịch,translate,pese,ukuhumusha,,,
miraklo,miracle,wonderwerk,mrekulli,möcüzə,möcüzə,čudo,miracle,milagro,zázrak,chozizwa,miraculu,mirak,čudo,mirakel,zázrak,čudež,miracle,kraftaverk,milagro,ime,mirari,ihme,miracle,wûnder,Miracle,wyrth,milagre,mu'ujiza,hana mana,txuj ci tseem ceeb,csoda,ọrụ ebube,keajaiban,miracolo,Ajaib,mûcîze,miraculum,brīnums,stebuklas,Wonner,keajaiban,fahagagana,miraklu,merekara,wonder,mirakel,cud,milagre,miracol,vavega,le mohlolo,chishamiso,mucjiso,miujiza,mirakel,kaajaiban,himala,mucize,mo'jiza,phép màu,mangaliso,iyanu,ngesimangaliso,,,
vario,variety,verskeidenheid,shumëllojshmëri,estrada,estrada,raznovrsnost,varietat,matang,odrůda,zosiyanasiyana,variità,varyete,raznolikost,bred vifte,odroda,sorta,éagsúlacht,fjölbreytni,variedad,sort,barietate,lajike,variété,fariaasje,diofar,amrywiaeth,variedade,iri-iri,likeʻole ma,ntau yam,fajta,dịgasị iche iche,variasi,varietà,macem-macem,pirrengî,varietate,dažādība,įvairovė,Villfalt,pelbagai,isan-karazany,varjetà,momo,verscheidenheid,variasjon,różnorodność,variedade,varietate,eseese,tse fapa-fapaneng,siyana,kala duwan,tofauti,mängd,macem,uri,Çeşitlilik,turli,đa dạng,uhlobo,orisirisi,ezihlukahlukene,,,
Trovi,find,vind,Gjej,tapmaq,tapmaq,naći,trobar,sa pagpangita,nalézt,kupeza,truvà,jwenn,pronaći,Find,Nájsť,najti,teacht,finna,encontrar,leidma,aurkitu,löytö,trouver,fine,lorg,dod o hyd i,atopar,sami,loaʻa,nrhiav,megtalálja,chọta,Temukan,trova,golek,dîtin,inveniet,atrast,rasti,Op ee Bléck,cari,mahita,isibu,kitea,vind,finne,odnaleźć,encontrar,găsi,maua,fumana,wana,heli,kupata,hitta,manggih,maghanap,bulmak,topish,tìm thấy,ukufumana,ri,thola,,,
taŭga,suitable,geskik,i përshtatshëm,uyğun,uyğun,pogodan,adequat,angay,vhodný,abwino,prupizia,apwopriye,prikladan,egnet,vhodný,primerna,oiriúnach,við hæfi,adecuado,sobiv,egokia,sopiva,adapté,geskikt,freagarrach,addas,axeitado,dace,pono,haum,alkalmas,adabara,cocok,adatto,cocok,lêtê,idoneam,piemērots,tinkamas,gëeegent,sesuai,mety,xierqa,e tika ana,geschikt,passende,odpowiedni,adequado,potrivit,ono,loketse,fanira,ku haboon,kufaa,lämplig,cocok,angkop,uygun,mos,thích hợp,efanelekileyo,o dara,ofanele,,,
fabriko,factory,fabriek,fabrikë,zavod,zavod,tvornica,fàbrica,pabrika,továrna,fakitale,pasquale,faktori,tvornica,fabrik,továreň,tovarna,mhonarcha,verksmiðju,fábrica,tehas,fabrika,tehdas,usine,fabryk,factaraidh,ffatri,fábrica,factory,hola,Hoobkas,gyár,factory,pabrik,fabbrica,pabrik,karxane,Factory,fabrika,gamykla,Fabréck,kilang,orinasa,fabbrika,wheketere,fabriek,fabrikk,fabryka,fábrica,fabrică,fale gaosimea,fektheri,fekitari,warshad,kiwanda,fabrik,pabrik,pabrika,fabrika,zavod,nhà máy,umzi-mveliso,factory,kwemboni,,,
imagi,imagine,dink,imagjinoj,təsəvvür etmək,təsəvvür etmək,zamisliti,imaginar,mahanduraw,představovat si,kulingalira,pinsà,imajine,zamisliti,forestille,predstaviť si,zamisliti,shamhlú,ímynda,imagina,kujutada,imajinatu,kuvitella,imaginer,yntinke,Shaoileadh,dychmygu,imaxinar,tunanin,noonoo ai i na,xav txog tej yam,Képzeld el,were,membayangkan,immaginare,mbayangno,fikirin,meditati,iedomāties,įsivaizduoti,virstellen,bayangkan,sary an-tsaina,jimmaġina,whakaaro,stel je voor,Forestill deg,wyobrażać sobie,Imagine,imagina,vaai faalemafaufau,nahana,fungidzira,qiyaasi,kufikiria,tänka,ngabayangkeun,gunigunihin,hayal etmek,tasavvur,tưởng tượng,ngeso,fojuinu,ukucabanga,,,
surprizo,surprise,verras,befasi,sürpriz,sürpriz,iznenađenje,sorpresa,katingala,překvapení,anadabwa,maravigghia,sipriz,iznenađenje,overraskelse,prekvapenie,presenečenje,iontas,óvart,sorpresa,üllatus,sorpresa,yllätys,surprise,ferrassing,iongnadh,syndod,sorpresa,mamaki,mea hou,surprise,meglepetés,anya,mengherankan,sorpresa,surprise,nişkeşayî,mirum,pārsteigums,staigmena,Iwwerraschung,kejutan,tsy nampoizina,sorpriża,ohorere,verrassing,overraskelse,niespodzianka,surpresa,surprinde,ofo,makalang kateng,katyamadza,yaab,mshangao,överraskning,reuwas,sorpresa,sürpriz,kutilmagan,sự ngạc nhiên,ukumangala,iyalenu,ukumangala,,,
Oferi,offer,aanbod,ofroj,təklif,təklif,ponuda,oferta,tanyag,nabídka,kutsatsa,offerta,ofri,ponuda,tilbud,ponuka,ponudba,thairiscint,Tilboðið,oferta,pakkumine,eskaintza,tarjous,offre,oanbod,tairgse,cynnig,oferta,tayin,kaumaha,kev,ajánlat,enye,menawarkan,offrire,tawaran,pêşnîyar,offer,piedāvājums,pasiūlymas,Offer,tawaran,tolotra,offerta,tuku,aanbod,by på,oferta,oferta,oferi,ofo,nyehelo,pa,dalab,kutoa,erbjudande,tawaran,alok,teklif,taklif qilish,phục vụ,banikele,ìfilọ,sipho,,,
voki,call,oproep,thirrje,çağırış,çağırış,poziv,anomenada,tawag,volání,kuitana,d ',rele,poziv,opkald,volanie,klic,glaoch,kalla,llamada,helistama,deiaren,puhelu,appel,oprop,ghairm,galwad,chamar,kira,kahea aku,hu,hívás,oku na-aga,panggilan,chiamata,telpon,bang,voca,izsaukums,kvietimas,Opruff,panggilan,antso,sejħa,karanga,telefoontje,anrop,połączenie,ligar,apel,valaʻau,pitso,kufona,call,wito,ring upp,nelpon,tawag,aramak,chaqirish,gọi,call,ipe,ucingo,,,
respondi,answer,antwoord,përgjigje,cavab,cavab,odgovor,resposta,tubag,Odpovědět,yankho,risposta,repons,odgovor,svar,odpoveď,odgovor,freagra,svarið,responder,vastus,erantzun,vastaus,répondre,antwurdzje,fhreagairt,ateb,resposta,amsar,pane,teb,válasz,azịza,menjawab,risposta,jawaban,bersiv,responsum,atbilde,atsakymas,Äntwert,jawapan,valiny,tweġiba,whakahoki,antwoord,svar,odpowiedź,responda,Răspuns,tali,karabo,mhinduro,jawaab,jibu,svar,jawaban,sagot,Cevap,javob,câu trả lời,impendulo,idahun,impendulo,,,
simpla,a simple,'n eenvoudige,një të thjeshtë,sadə,sadə,jednostavan,un simple,sa usa ka yano nga,jednoduchý,losavuta,una sèmplice,yon senp,jednostavan,en simpel,jednoduchý,preprost,simplí,einfalt,un simple,lihtne,sinple bat,yksinkertainen,un simple,in ienfâldige,sìmplidh,syml,unha simple,mai sauki,he mea,ib tug yooj yim,egyszerű,a mfe,sederhana,un semplice,prasaja,a sade,vir simplex,vienkāršs,paprastas,engem einfachen,yang mudah,tsotra,sempliċi,he kuware,een eenvoudige,en enkel,prosty,um simples,un simplu,a faigofie,e bonolo,iri nyore,fudud a,rahisi,en enkel,a basajan,isang simpleng,basit,oddiy,một đơn giản,a elula,kan ti o rọrun,elula,,,
kolekti,collect,versamel,mbledhin,toplamaq,toplamaq,skupiti,cobrament a destinació,Kolektahon,sbírat,yolandira,raccoglia,kolekte,prikupiti,indsamle,zbierať,zbirajo,bhailiú,safna,recoger,koguda,biltzeko,kerätä,collecte,sammelje,chruinneachadh,casglu,Collect,karba,i 'ohi,collect,gyűjt,nnata,mengumpulkan,raccogliere,Nglumpukake,berhevkirin,oratio,collect,Rink,sammelen,mengumpul,manangona,jiġbru,te kohikohi,verzamelen,samle inn,zebrać,collect,colectarea,sao,ho bokella,unganidza,Collect,kukusanya,samla,kumpulkeun,collect,toplamak,yig'ing,sưu tầm,egcwalisa,gba,Ukuqoqa,,,
trista,sad,hartseer,i trishtuar,kədərli,kədərli,tužan,trist,masulub-on,smutný,zachisoni,tristu,tris,tužan,trist,smutný,žalostno,brónach,dapur,triste,kurb,triste,surullinen,triste,drôvich,brònach,drist,triste,bakin ciki,kaumaha,tu siab,szomorú,mwute,sedih,triste,sad,xemgîn,sad,skumjš,liūdnas,traureg,sedih,mampalahelo,diqa,pouri,verdrietig,lei seg,smutny,triste,trist,faʻanoanoa,hloname,suwa,murugo leh,kusikitisha,ledsen,nelangsa,malungkot,üzgün,qayg'uli,buồn,ukukhazeka,ìbànújẹ,sad,,,
rilata,related,verwante,i lidhur,əlaqədar,əlaqədar,povezan,connex,nga may kalabutan sa,příbuzný,okhudzana,relative,ki gen rapò,povezan,relaterede,príbuzný,povezane,gaolmhara,skyld,relacionado,seotud,erlazionatutako,liittyvä,en relation,related,co-cheangailte,gysylltiedig,relacionado,related,nā,yam,összefüggő,yiri,terkait,relazionato,gegandhengan,related,related,saistīts,susijęs,Zesummenhang,berkaitan,mifandraika,relatati,e pā ana,verwant,i slekt,związane z,relacionado,legate de,e fesootai i ai,amanang,Related,la xiriira,kuhusiana na,relaterad,patali,kaugnay,ilişkili,bog'liq,có liên quan,ehlobene,ti o ni ibatan,ahlobene,,,
scii,to know,om te weet,të dish,bilmək,bilmək,znati,saber,nga masayud,vědět,kudziwa,cunnosce,Konnen,znati,at vide,vedieť,vedeti,go mbeadh a fhios,að vita,saber,teadma,jakin,tietää,à savoir,witte,fios a bhith agad,i gwybod,saber,sani,e `ike,paub,tudni,mara,untuk mengetahui,sapere,ngerti,zanîn,scire,zināt,žinoti,wëssen,untuk tahu,ho fantatra,tkun taf,ki te mohio,weten,å vite,wiedzieć,saber,să știe,ia iloa,ho tseba,kuziva,in la ogaado,kujua,att veta,uninga,para malaman,bilmek,bilmoq,để biết,ukwazi,lati mọ,ukwazi,,,
senti,to feel,voel,të ndjesh,hiss etmək,hiss etmək,osjecati,sentir,sa gibati,cítit,kumverera,à Catane,santi,osjećati,at føle,cítiť,čutiti,a mhothú,að finna,Sentir,tundma,sentitu,tuntea,sentir,fiele,a 'faireachdainn,i deimlo,sentir,to Feel,e manaʻo nei ke,rau xav,érezni,ka obi na-adị,untuk merasakan,sentire,kanggo aran,to feel,sentire,justies,jausti,fillen,untuk merasa,mahatsapa,thoss,ki te mohio,voelen,å føle,czuć,sentir,să se simtă,e lagona,ho ikutlwa jwang,kuti anzwe,si ay u dareento,kuhisi,att känna,mun ngarasa,maramdaman,hissetmek,his qilmoq,để cảm nhận,ukuva,ni imolara,ukuzwa,,,
posedo,possession,besit,posedim,sahiblik,sahiblik,posjedovanje,possessió,pagpanag-iya,majetek,cholowa,pussessu,posesyon,posjed,besiddelse,vlastníctvo,posest,seilbh,vörslu,posesión,omamine,jabetza,hallinta,possession,besit,sealbh,meddiant,posesión,mallaka,e noho ai,muaj,birtoklás,onwunwe,milik,possesso,milik,hebûnî,possessionem,valdījums,turėjimas,Ballbesëtz,milikan,fananany,pussess,kainga,bezit,besittelse,posiadanie,posse,deţinere,oa,letlotlo,pfuma,haysashada,milki,besittning,boga,pag-aari,kontrol altına alma,egalik,chiếm hữu,yifa,ini,ifa,,,
timi,fear,vrees,frikë,qorxu,qorxu,strah,por,kahadlok,strach,mantha,Titre,pè,strah,frygt,strach,strah,eagla,ótti,temor,hirm,beldurra,pelko,peur,bangens,eagal,ofn,medo,tsoro,makau,ntshai,félelem,egwu,takut,paura,wedi,tirs,timor,bailes,baimė,Angscht,ketakutan,tahotra,biża,wehi,angst,frykt,strach,medo,frică,fefe,lebaka la ho tsaba,kutya,cabsi,hofu,rädsla,sieun,takot,korku,qo'rqinch,nỗi sợ,ukwesaba,iberu,ukwesaba,,,
montri,show,Wys,shfaqje,göstərmək,göstərmək,šou,espectacle,show,ukázat,amasonyeza,Fara,montre,pokazati,at vise,šou,oddaja,taispeáin,sýna,espectáculo,näitama,ikuskizuna,näytä,spectacle,fertoane,taisbeanadh,sioe,Espectáculo,show,hōʻike,qhia tau tias,előadás,show,menunjukkan,mostrare,gambar,rêdan,ostende,parādīt,Rodyti,weisen,persembahan,fampisehoana,juru,whakaatu,tonen,forestilling,pokazać,mostrar,spectacol,faaalia,bontsha,ratidza,show,show,visa,nunjukkeun,palabas,göstermek,ko'rsatish,chỉ,show,show,umbukiso,,,
esprimi,express,uit te druk,Express,express,express,express,exprés,dayag nga,vyjádřit,yachangu,pattu,eksprime,izraziti,express,expresné,express,chur in iúl,tjá,Rápido,express,express,ilmaista,Express,Express,luath,diamwys,expresa,kar,Express,express,Expressz,awara awara,mengekspresikan,esprimere,Express,îfadekirin,express,express,Express,ausdrécklech,masuk,Express,espressa,faaite,uitdrukken,uttrykke,wyrazić,expressar,expres,manino,tsau,Express,express,kueleza,uttrycka,express,express,ekspres,express,bày tỏ,express,kiakia,express,,,
ŝanco,opportunity,geleentheid,mundësi,imkan,imkan,prilika,oportunitat,oportunidad,příležitost,mwayi,uppurtunità,opòtinite,prilika,lejlighed,príležitosť,priložnost,deis,tækifæri,oportunidad,võimalus,aukera,tilaisuus,opportunité,gelegenheid,cothrom,cyfle,oportunidade,damar,manawa maopopo,sijhawm,lehetőség,ohere,kesempatan,opportunità,kesempatan,fersend,potestatem,iespēja,galimybė,Geleeënheet,peluang,fahafahana,opportunità,faingamālie,kans,mulighet,okazja,oportunidade,oportunitate,avanoa,monyetla,mukana,fursad,nafasi,möjlighet,kasempetan,pagkakataon,fırsat,imkoniyat,dịp tốt,ithuba,anfani,ithuba,,,
atingas,reaches,uithoeke,arrin,çatır,çatır,toka,abastos,ot,sáhne,malire,chiummu,rive,doseže,når op,siahne,doseže,sroicheann,nær,alcances,jõuab,iristen,saavuttaa,atteint,rikt,ìre,rhannau,alcances,ya kai,ino i,nce mus txog,elér,esịmde,mencapai,raggiunge,tekan,gehêştîye,invitat ad orandum,sasniedz,platybės,erreecht,sampai,mahatratra,jilħaq,pito,bereikt,når,biegu,alcances,ajunge,oo atu,finyellang,Rasvika,qeybaha,fika,når,ngahontal,umabot,ulaşır,belgilangan,đạt,kufikelela,Gigun,sifinyelela,,,
juvelo,jewel,juweel,xhevahir,ləl-cəvahirat,ləl-cəvahirat,nakit,joia,mutya,klenot,ngale,grotte marine,bijou,dragulj,juvel,klenot,dragulj,jewel,Jewel,joya,kalliskivi,harribitxia,helmi,bijou,juwiel,àilleag,em,xoia,jauhari,apo,pob zeb diamond,ékszer,ọla,permata,gioiello,Permata,cewher,gemma,dārgakmens,brangakmenis,Bijou,permata,firavaka,ġojjell,whakakai,juweel,juvel,klejnot,jóia,bijuterie,maʻa tāua,lehakoe,ibwe rinokosha,jawharad,kito,juvel,sosoca,hiyas,mücevher,qimmatbaho tosh,viên ngọc,igugu,iyebiye,jewel,,,
krono,crown,kroon,kurorë,tac,tac,kruna,corona,purongpurong,koruna,korona,a curona,kouwòn,kruna,krone,koruna,krona,choróin,kóróna,corona,kroon,koroa,kruunu,couronne,kroan,crùn,goron,coroa,kambi,lei,yas,korona,okpueze,mahkota,corona,makutha,tac,coronam,vainags,vainikėlis,Kroun,mahkota,satro-boninahitra,kuruna,karauna,kroon,krone,korona,coroa,coroană,palealiʻi,moqhaka,korona,taaj,taji,krona,makuta,korona,taç,toj,Vương miện,umqhele,ade,umqhele,,,
ekzisti,exist,bestaan,ekzistojnë,mövcüd olmaq,mövcüd olmaq,egzistiraju,existeixen,anaa,existovat,kwinakwake,asista,egziste,postojati,eksisterer,exist,obstajale,ndé,er til staðar,existe,eksisteerida,existitzen,olla olemassa,exister,bestean,ann,bodoli,exist,zama,hoi ma-,nyob ua ib ke,létezik,dịrị,ada,esistere,mungkin,hebûn,"esse,",eksistē,egzistuoja,existéieren,wujud,misy ny,jeżistu,te tīariari,bestaan,eksistere,istnieć,existir,exista,ola,be teng,iriko,jirana,kuwepo,existera,aya,exist,var olmak,yonma,hiện hữu,kugxile,tẹlẹ,iyaqhubeka,,,
temi,refer to,verwys na,i referohet,müraciət,müraciət,odnositi na,referir-se a,nagtumong sa,odkazují na,amatchula,si rifiriscinu a,al gade nan,odnositi na,henvise til,odkazujú na,nanašati se na,tagairt a dhéanamh,vísa til,Referirse a,viitama,zerbaiti erreferentzia egin,viitata,faire référence à,ferwize nei,iomradh a thoirt air,cyfeirio at,refírense a,koma zuwa,i kapa i,xa mus rau,hivatkozni,na-ezo aka,mengacu pada,fare riferimento a,deleng,zihniyeta ku,refer ad,atsaukties uz,atsižvelgti į,Akeef ze,rujuk kepada,manondro,irreferi għal,tirohia ki,verwijzen naar,referere til,odnosić się do,referir-se,a se referi la,faasino i,bua ka,kureva,tixraac,rejea,hänvisa till,tingal,sumangguni sa,bakın,qarang,tham khảo,ibhekisele ku,tọkasi lati,Bukela ku,,,
